"CNTSTUID","ST097Q01TA","ST218Q03HA","ST218Q02HA","ST218Q06HA","ST218Q04HA","ST206Q04HA","ST206Q02HA","ST153Q03HA","ST176Q06IA","ST206Q01HA","ST176Q06IA_scaled","ST153Q03HA_scaled","Comm_valid_count","Communication_Score","Collab_valid_count","Collaboration_Score"
78407172,4,3,3,3,3,3,3,1,3,3,2.5,4,5,3.2,5,3.1
78407175,4,4,3,4,2,4,4,1,2,4,1.75,4,5,3.4,5,3.55
78407257,1,3,3,4,4,3,3,1,5,4,4,4,5,3,5,3.6
78407299,3,2,2,4,4,2,2,1,2,2,1.75,4,5,3,5,2.35
78408679,4,4,4,4,4,4,4,1,2,4,1.75,4,5,4,5,3.55
78409075,4,3,3,3,3,3,3,1,4,3,3.25,4,5,3.2,5,3.25
78410094,4,4,4,4,4,4,4,1,5,4,4,4,5,4,5,4
78410720,4,4,4,4,4,4,4,1,5,4,4,4,5,4,5,4
78411333,3,4,4,4,4,3,3,1,5,3,4,4,5,3.8,5,3.4
78411588,4,3,2,3,3,4,4,1,5,4,4,4,5,3,5,4
78411829,2,4,4,4,4,3,3,1,5,2,4,4,5,3.6,5,3.2
78412862,4,4,4,4,4,4,4,1,5,4,4,4,5,4,5,4
78413180,4,NA,4,4,4,4,4,1,5,4,4,4,4,4,5,4
78413418,4,3,3,3,3,4,4,1,5,4,4,4,5,3.2,5,4
78413908,4,4,4,4,4,4,4,1,5,4,4,4,5,4,5,4
78414484,2,4,4,4,4,4,4,1,4,3,3.25,4,5,3.6,5,3.65
78414717,4,3,3,3,2,3,3,1,3,3,2.5,4,5,3,5,3.1
78415448,3,4,4,4,4,2,2,1,5,2,4,4,5,3.8,5,2.8
78415481,3,4,4,4,3,4,4,1,2,3,1.75,4,5,3.6,5,3.35
78416800,4,4,4,4,4,4,4,1,1,4,1,4,5,4,5,3.4
78417238,3,3,3,3,3,2,2,1,3,2,2.5,4,5,3,5,2.5
78418104,4,3,3,3,3,3,4,1,3,4,2.5,4,5,3.2,5,3.5
78418434,4,3,3,2,3,1,1,1,4,2,3.25,4,5,3,5,2.25
78419079,4,3,3,3,3,4,4,2,1,4,1,1,5,3.2,5,2.8
78419094,2,4,4,4,4,4,4,1,2,4,1.75,4,5,3.6,5,3.55
78419632,3,4,4,4,4,4,4,1,3,4,2.5,4,5,3.8,5,3.7
78419641,2,3,3,3,3,1,1,1,2,1,1.75,4,5,2.8,5,1.75
78419965,2,3,3,3,3,1,1,1,4,1,3.25,4,5,2.8,5,2.05
78420918,4,4,4,4,NA,2,2,1,5,3,4,4,4,4,5,3
78401159,4,3,4,3,3,NA,3,2,2,3,1.75,1,5,3.4,4,2.1875
78404889,1,3,3,3,3,3,3,1,3,3,2.5,4,5,2.6,5,3.1
78409279,2,3,3,3,3,2,1,1,NA,1,NA,4,5,2.8,4,2
78409570,3,1,1,1,1,1,1,2,3,1,2.5,1,5,1.4,5,1.3
78410659,4,4,4,NA,3,3,3,1,5,3,4,4,4,3.75,5,3.4
78412713,4,1,1,4,4,4,4,1,2,4,1.75,4,5,2.8,5,3.55
78413634,3,3,2,2,4,4,2,1,5,3,4,4,5,2.8,5,3.4
78415097,4,2,1,2,2,2,2,1,4,1,3.25,4,5,2.2,5,2.45
78415351,2,3,3,3,3,3,3,2,5,3,4,1,5,2.8,5,2.8
78400366,3,2,3,2,3,3,3,2,2,2,1.75,1,5,2.6,5,2.15
78400671,4,4,3,NA,1,3,3,2,1,2,1,1,4,3,5,2
78401809,1,NA,2,2,NA,4,2,NA,1,2,1,NA,3,1.66666666666667,4,2.25
78402020,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
78402070,3,3,3,3,1,3,2,2,5,2,4,1,5,2.6,5,2.4
78402586,3,3,2,2,2,3,2,2,5,3,4,1,5,2.4,5,2.6
78403208,3,3,3,3,2,2,3,2,3,3,2.5,1,5,2.8,5,2.3
78403954,3,3,2,4,4,2,2,1,4,2,3.25,4,5,3.2,5,2.65
78404064,4,3,3,2,4,3,3,1,1,3,1,4,5,3.2,5,2.8
78405659,3,3,3,3,3,4,2,2,1,1,1,1,5,3,5,1.8
78405708,3,3,3,3,3,3,4,1,3,3,2.5,4,5,3,5,3.3
78406462,3,2,2,3,2,2,2,1,4,3,3.25,4,5,2.4,5,2.85
78407617,4,4,4,3,3,2,2,1,2,1,1.75,4,5,3.6,5,2.15
78407770,3,4,3,4,4,1,1,1,3,1,2.5,4,5,3.6,5,1.9
78407889,3,4,4,4,4,3,3,1,2,3,1.75,4,5,3.8,5,2.95
78409765,3,3,4,4,3,3,3,1,4,2,3.25,4,5,3.4,5,3.05
78410110,3,4,4,4,3,2,2,1,4,2,3.25,4,5,3.6,5,2.65
78411451,4,2,2,2,2,3,3,1,3,3,2.5,4,5,2.4,5,3.1
78411684,4,3,4,3,4,4,4,1,1,4,1,4,5,3.6,5,3.4
78412426,2,4,1,4,4,3,2,1,5,2,4,4,5,3,5,3
78412594,4,3,2,2,4,4,4,1,3,4,2.5,4,5,3,5,3.7
78414027,3,2,3,3,4,1,1,1,5,2,4,4,5,3,5,2.4
78414604,3,4,4,4,4,2,2,1,4,2,3.25,4,5,3.8,5,2.65
78415725,3,3,3,3,3,3,3,1,5,3,4,4,5,3,5,3.4
78416571,3,3,3,3,3,3,2,1,3,2,2.5,4,5,3,5,2.7
78416676,3,3,3,3,NA,3,2,2,2,2,1.75,1,4,3,5,1.95
78416755,3,4,4,4,3,2,4,1,2,3,1.75,4,5,3.6,5,2.95
78418264,3,4,4,4,4,3,3,1,2,3,1.75,4,5,3.8,5,2.95
78418790,4,4,4,4,3,2,3,1,5,3,4,4,5,3.8,5,3.2
78419959,4,4,4,4,4,3,3,2,5,3,4,1,5,4,5,2.8
78420718,4,4,4,4,4,3,3,2,2,2,1.75,1,5,4,5,2.15
78403217,3,2,2,3,2,2,2,1,3,2,2.5,4,5,2.4,5,2.5
78406350,3,3,3,3,3,2,2,2,4,2,3.25,1,5,3,5,2.05
78408535,3,3,3,3,3,3,3,1,3,3,2.5,4,5,3,5,3.1
78410857,4,3,3,3,3,2,2,1,1,2,1,4,5,3.2,5,2.2
78412785,3,4,3,4,3,3,4,2,2,4,1.75,1,5,3.4,5,2.75
78401712,4,4,4,4,3,4,4,2,2,4,1.75,1,5,3.8,5,2.95
78403866,2,4,3,4,3,3,3,2,3,3,2.5,1,5,3.2,5,2.5
78404085,3,4,4,4,4,3,3,2,2,3,1.75,1,5,3.8,5,2.35
78404132,4,4,4,3,4,3,4,2,2,4,1.75,1,5,3.8,5,2.75
78404649,3,3,3,3,4,3,3,1,3,3,2.5,4,5,3.2,5,3.1
78404767,4,4,3,3,4,4,3,1,3,3,2.5,4,5,3.6,5,3.3
78405642,2,3,3,3,3,4,2,1,5,3,4,4,5,2.8,5,3.4
78405876,3,3,4,4,3,2,3,2,4,3,3.25,1,5,3.4,5,2.45
78406075,3,4,4,2,4,3,3,2,3,2,2.5,1,5,3.4,5,2.3
78406314,4,3,3,3,3,3,3,2,3,3,2.5,1,5,3.2,5,2.5
78406538,3,3,3,2,2,3,3,1,2,3,1.75,4,5,2.6,5,2.95
78406879,4,1,1,1,1,4,2,1,2,2,1.75,4,5,1.6,5,2.75
78408626,4,3,3,3,3,3,3,1,3,3,2.5,4,5,3.2,5,3.1
78408716,2,3,3,3,3,3,2,2,2,2,1.75,1,5,2.8,5,1.95
78408839,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
78409362,4,4,3,4,3,3,2,2,3,1,2.5,1,5,3.6,5,1.9
78409792,3,3,3,3,3,3,3,1,2,2,1.75,4,5,3,5,2.75
78409981,3,4,4,4,4,NA,2,2,3,3,2.5,1,5,3.8,4,2.125
78410735,3,4,3,3,3,2,2,2,2,3,1.75,1,5,3.2,5,1.95
78411024,3,4,4,4,3,3,3,2,2,2,1.75,1,5,3.6,5,2.15
78411299,3,4,4,4,4,3,3,1,2,3,1.75,4,5,3.8,5,2.95
78411689,3,3,4,3,3,3,2,2,2,3,1.75,1,5,3.2,5,2.15
78412993,3,3,3,3,3,4,4,1,3,3,2.5,4,5,3,5,3.5
78413590,3,4,4,4,4,3,3,1,3,3,2.5,4,5,3.8,5,3.1
78413940,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
78415822,4,4,4,3,3,3,3,2,3,3,2.5,1,5,3.6,5,2.5
78415944,4,3,3,3,3,2,2,1,2,2,1.75,4,5,3.2,5,2.35
78417831,3,4,4,2,3,3,2,1,1,3,1,4,5,3.2,5,2.6
78418914,3,3,3,3,3,3,4,1,2,4,1.75,4,5,3,5,3.35
78418919,4,3,3,2,2,3,3,1,4,2,3.25,4,5,2.8,5,3.05
78419004,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
78419317,4,4,4,4,4,3,3,1,1,3,1,4,5,4,5,2.8
78400234,2,3,3,3,3,4,4,2,4,3,3.25,1,5,2.8,5,3.05
78401704,1,3,4,1,1,2,1,1,2,2,1.75,4,5,2,5,2.15
78402705,2,2,2,3,2,1,1,1,4,2,3.25,4,5,2.2,5,2.25
78403423,3,3,3,3,3,2,2,1,4,2,3.25,4,5,3,5,2.65
78404466,4,3,3,3,3,2,2,2,2,2,1.75,1,5,3.2,5,1.75
78404531,3,3,3,3,3,3,2,1,2,2,1.75,4,5,3,5,2.55
78404616,4,3,3,3,3,2,2,1,3,2,2.5,4,5,3.2,5,2.5
78404669,3,3,3,3,3,2,2,2,3,3,2.5,1,5,3,5,2.1
78405004,4,3,2,3,4,4,3,1,2,3,1.75,4,5,3.2,5,3.15
78405885,2,4,4,4,4,2,2,1,5,2,4,4,5,3.6,5,2.8
78411319,4,4,3,4,3,2,2,2,3,2,2.5,1,5,3.6,5,1.9
78411710,2,2,1,2,2,2,NA,2,2,3,1.75,1,5,1.8,4,1.9375
78415320,4,4,3,3,4,3,3,1,4,2,3.25,4,5,3.6,5,3.05
78415872,3,4,4,2,3,2,2,2,2,2,1.75,1,5,3.2,5,1.75
78416645,1,1,NA,2,2,4,2,1,1,1,1,4,4,1.5,5,2.4
78416929,2,4,4,4,4,3,2,1,4,2,3.25,4,5,3.6,5,2.85
78419532,3,3,3,3,3,2,2,2,4,2,3.25,1,5,3,5,2.05
78400508,4,4,4,4,4,4,3,1,2,3,1.75,4,5,4,5,3.15
78400677,4,3,3,3,3,4,4,1,2,4,1.75,4,5,3.2,5,3.55
78401054,4,3,3,3,3,2,2,1,2,2,1.75,4,5,3.2,5,2.35
78401163,3,3,3,2,3,3,2,1,2,2,1.75,4,5,2.8,5,2.55
78401176,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
78401334,4,2,3,2,3,4,4,1,1,1,1,4,5,2.8,5,2.8
78401465,3,4,3,2,3,3,2,1,1,2,1,4,5,3,5,2.4
78401940,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
78402097,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
78402126,3,4,3,3,3,3,3,2,2,3,1.75,1,5,3.2,5,2.35
78402201,4,3,3,3,3,3,3,1,5,3,4,4,5,3.2,5,3.4
78402453,4,4,4,4,4,4,4,1,2,4,1.75,4,5,4,5,3.55
78402545,3,4,3,4,3,3,3,1,4,3,3.25,4,5,3.4,5,3.25
78402777,4,3,3,3,3,2,2,2,5,2,4,1,5,3.2,5,2.2
78403112,4,4,4,4,4,4,4,2,4,4,3.25,1,5,4,5,3.25
78403122,4,4,4,4,4,4,4,1,3,4,2.5,4,5,4,5,3.7
78403875,3,3,2,3,3,1,2,2,2,2,1.75,1,5,2.8,5,1.55
78404269,4,3,3,3,3,2,2,1,2,2,1.75,4,5,3.2,5,2.35
78404757,4,1,2,2,1,4,4,2,1,4,1,1,5,2,5,2.8
78405035,4,3,3,3,3,3,3,1,3,3,2.5,4,5,3.2,5,3.1
78405302,4,4,4,4,4,2,2,1,2,2,1.75,4,5,4,5,2.35
78405360,3,3,3,3,3,2,2,1,1,2,1,4,5,3,5,2.2
78405868,4,2,2,2,2,2,2,1,2,2,1.75,4,5,2.4,5,2.35
78406135,3,4,3,4,4,1,3,1,4,2,3.25,4,5,3.6,5,2.65
78406151,2,4,4,4,4,4,4,1,1,4,1,4,5,3.6,5,3.4
78407168,3,3,3,3,3,2,2,1,2,2,1.75,4,5,3,5,2.35
78408688,4,3,3,2,3,2,2,1,3,2,2.5,4,5,3,5,2.5
78408772,4,4,4,4,4,4,4,1,2,4,1.75,4,5,4,5,3.55
78409361,3,3,3,2,2,3,2,2,4,3,3.25,1,5,2.6,5,2.45
78409935,3,3,3,3,3,2,2,1,4,2,3.25,4,5,3,5,2.65
78409982,4,3,3,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
78410330,3,4,3,3,4,4,4,1,4,4,3.25,4,5,3.4,5,3.85
78410358,4,3,3,3,3,2,2,2,2,2,1.75,1,5,3.2,5,1.75
78410769,4,3,2,3,1,3,3,1,5,3,4,4,5,2.6,5,3.4
78411026,3,3,3,3,3,3,3,1,4,3,3.25,4,5,3,5,3.25
78411606,2,3,4,2,3,1,2,1,5,1,4,4,5,2.8,5,2.4
78411654,3,4,4,4,4,2,2,1,3,2,2.5,4,5,3.8,5,2.5
78412295,3,3,3,3,2,3,3,1,2,3,1.75,4,5,2.8,5,2.95
78412340,4,3,3,3,3,3,3,1,1,3,1,4,5,3.2,5,2.8
78412458,4,3,3,3,3,3,3,1,5,3,4,4,5,3.2,5,3.4
78412833,3,3,2,2,3,4,4,1,2,4,1.75,4,5,2.6,5,3.55
78412900,3,3,2,3,2,3,3,2,1,3,1,1,5,2.6,5,2.2
78413570,4,4,4,3,3,4,4,1,2,4,1.75,4,5,3.6,5,3.55
78413674,4,4,4,4,4,4,4,1,5,4,4,4,5,4,5,4
78413773,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
78413876,4,3,3,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
78413989,2,3,3,4,4,4,4,2,2,4,1.75,1,5,3.2,5,2.95
78414249,4,3,2,3,2,2,2,2,5,2,4,1,5,2.8,5,2.2
78414298,3,3,3,3,3,4,4,1,2,3,1.75,4,5,3,5,3.35
78414898,3,3,3,2,3,4,3,2,2,3,1.75,1,5,2.8,5,2.55
78415875,3,3,4,4,3,2,1,1,2,2,1.75,4,5,3.4,5,2.15
78416213,3,4,4,4,4,3,3,1,2,3,1.75,4,5,3.8,5,2.95
78416625,3,3,3,2,2,4,4,1,3,4,2.5,4,5,2.6,5,3.7
78417192,4,4,4,3,4,4,3,1,3,3,2.5,4,5,3.8,5,3.3
78417199,4,3,3,4,2,1,3,2,4,1,3.25,1,5,3.2,5,1.85
78417346,4,4,4,3,4,3,3,1,1,3,1,4,5,3.8,5,2.8
78417364,3,2,3,4,2,2,2,2,3,1,2.5,1,5,2.8,5,1.7
78417794,4,3,4,4,3,4,4,1,3,4,2.5,4,5,3.6,5,3.7
78417985,4,3,3,3,3,3,3,1,5,3,4,4,5,3.2,5,3.4
78418674,4,4,3,4,4,4,4,1,4,4,3.25,4,5,3.8,5,3.85
78419701,3,3,3,2,3,3,2,2,2,2,1.75,1,5,2.8,5,1.95
78419851,3,2,2,4,3,3,3,1,3,3,2.5,4,5,2.8,5,3.1
78420417,4,4,4,4,4,4,4,1,2,3,1.75,4,5,4,5,3.35
78420554,1,4,4,4,3,1,1,2,1,1,1,1,5,3.2,5,1
78420690,2,4,4,4,3,4,2,2,5,1,4,1,5,3.4,5,2.4
78400051,2,3,3,3,3,3,3,2,2,2,1.75,1,5,2.8,5,2.15
78400959,2,4,3,2,4,3,2,2,NA,3,NA,1,5,3,4,2.25
78401875,3,4,4,4,4,4,4,1,5,4,4,4,5,3.8,5,4
78402472,2,NA,2,3,3,1,2,1,4,2,3.25,4,4,2.5,5,2.45
78402981,3,2,3,2,1,2,2,1,5,2,4,4,5,2.2,5,2.8
78404116,1,1,1,1,1,1,1,2,1,1,1,1,5,1,5,1
78404300,4,2,2,2,2,2,2,2,5,2,4,1,5,2.4,5,2.2
78407524,2,2,2,4,2,4,2,1,4,1,3.25,4,5,2.4,5,2.85
78407611,4,3,1,1,3,1,1,2,1,1,1,1,5,2.4,5,1
78408072,3,3,3,3,4,4,4,1,5,4,4,4,5,3.2,5,4
78408961,3,2,2,2,3,2,3,2,5,4,4,1,5,2.4,5,2.8
78409898,4,3,4,4,3,2,2,1,1,2,1,4,5,3.6,5,2.2
78410065,2,3,3,3,3,2,2,1,2,1,1.75,4,5,2.8,5,2.15
78410398,2,2,NA,3,3,2,2,2,5,2,4,1,4,2.5,5,2.2
78411410,3,1,1,1,1,4,4,1,5,2,4,4,5,1.4,5,3.6
78412763,3,2,2,2,2,3,3,1,3,3,2.5,4,5,2.2,5,3.1
78413845,1,2,2,3,3,3,3,1,5,1,4,4,5,2.2,5,3
78414556,2,3,2,3,3,3,2,2,2,3,1.75,1,5,2.6,5,2.15
78415795,3,3,3,3,3,4,4,1,3,4,2.5,4,5,3,5,3.7
78417611,3,4,4,4,NA,3,3,1,4,3,3.25,4,4,3.75,5,3.25
78419366,4,4,3,4,3,3,3,1,5,3,4,4,5,3.6,5,3.4
78420520,3,2,1,3,2,3,1,1,2,3,1.75,4,5,2.2,5,2.55
78400622,1,3,1,2,3,2,3,2,2,2,1.75,1,5,2,5,1.95
78401794,1,4,4,4,4,4,4,1,5,4,4,4,5,3.4,5,4
78401917,2,3,3,3,3,3,3,1,3,3,2.5,4,5,2.8,5,3.1
78402639,3,3,3,2,3,1,3,1,2,3,1.75,4,5,2.8,5,2.55
78404130,4,1,1,2,2,2,3,2,3,1,2.5,1,5,2,5,1.9
78404297,4,2,3,3,3,4,4,1,5,4,4,4,5,3,5,4
78404819,4,4,4,4,2,4,4,2,5,4,4,1,5,3.6,5,3.4
78404935,4,3,3,3,3,3,3,1,5,3,4,4,5,3.2,5,3.4
78405347,4,3,3,2,3,2,2,1,3,2,2.5,4,5,3,5,2.5
78405376,4,3,3,3,3,4,3,1,2,4,1.75,4,5,3.2,5,3.35
78405425,4,4,3,3,3,2,1,2,2,2,1.75,1,5,3.4,5,1.55
78405746,1,1,2,2,3,4,4,1,3,4,2.5,4,5,1.8,5,3.7
78407744,4,3,3,3,3,3,3,2,5,3,4,1,5,3.2,5,2.8
78407777,4,3,3,3,2,2,2,1,2,1,1.75,4,5,3,5,2.15
78408533,3,4,3,3,4,1,1,1,1,1,1,4,5,3.4,5,1.6
78408629,NA,2,4,2,3,4,3,NA,NA,4,NA,NA,4,2.75,3,3.66666666666667
78409218,2,1,1,1,1,2,2,2,5,2,4,1,5,1.2,5,2.2
78409261,4,3,2,2,4,3,3,2,4,1,3.25,1,5,3,5,2.25
78410144,3,4,4,4,4,1,1,2,3,1,2.5,1,5,3.8,5,1.3
78410164,4,4,4,4,4,4,4,1,2,4,1.75,4,5,4,5,3.55
78411258,4,3,3,3,3,4,4,1,2,4,1.75,4,5,3.2,5,3.55
78412379,4,4,3,3,3,3,3,1,3,3,2.5,4,5,3.4,5,3.1
78414961,4,3,3,3,3,3,3,1,3,3,2.5,4,5,3.2,5,3.1
78415323,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
78415580,2,3,3,3,3,3,2,1,4,3,3.25,4,5,2.8,5,3.05
78415667,4,3,3,2,3,2,2,1,3,2,2.5,4,5,3,5,2.5
78416145,2,3,2,2,4,3,2,2,2,1,1.75,1,5,2.6,5,1.75
78418720,1,3,4,2,2,3,2,2,3,2,2.5,1,5,2.4,5,2.1
78419179,4,4,4,4,4,4,4,1,1,4,1,4,5,4,5,3.4
78419460,2,2,3,2,2,3,3,2,3,3,2.5,1,5,2.2,5,2.5
78419930,4,3,3,3,3,3,3,2,3,3,2.5,1,5,3.2,5,2.5
78420873,4,2,3,2,1,2,2,1,2,1,1.75,4,5,2.4,5,2.15
78400889,3,3,3,4,3,2,2,2,1,2,1,1,5,3.2,5,1.6
78400927,4,3,3,3,3,3,3,1,3,3,2.5,4,5,3.2,5,3.1
78401787,4,4,4,3,4,3,2,1,2,3,1.75,4,5,3.8,5,2.75
78402098,4,4,4,2,4,3,2,1,4,2,3.25,4,5,3.6,5,2.85
78402796,4,3,3,3,3,4,4,1,2,4,1.75,4,5,3.2,5,3.55
78402989,4,3,2,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
78403135,4,3,4,3,3,3,3,2,5,3,4,1,5,3.4,5,2.8
78404686,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
78405293,4,3,3,3,3,4,4,1,4,4,3.25,4,5,3.2,5,3.85
78405435,4,3,2,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
78408525,4,4,4,4,3,3,3,1,3,3,2.5,4,5,3.8,5,3.1
78410059,4,2,2,2,2,3,3,1,5,3,4,4,5,2.4,5,3.4
78411139,4,3,3,3,3,2,2,1,4,2,3.25,4,5,3.2,5,2.65
78412590,4,3,3,3,2,2,2,2,4,3,3.25,1,5,3,5,2.25
78412674,4,4,4,4,4,3,3,1,3,3,2.5,4,5,4,5,3.1
78412741,3,3,3,3,3,2,2,2,3,2,2.5,1,5,3,5,1.9
78412873,4,4,4,3,4,3,3,1,3,3,2.5,4,5,3.8,5,3.1
78412946,4,3,3,4,2,3,3,1,2,3,1.75,4,5,3.2,5,2.95
78413337,4,4,4,4,4,3,3,1,5,3,4,4,5,4,5,3.4
78414395,4,3,3,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
78414493,4,3,3,3,3,3,3,2,5,3,4,1,5,3.2,5,2.8
78414803,4,4,4,4,4,3,4,1,3,3,2.5,4,5,4,5,3.3
78415173,4,4,3,4,3,2,2,2,2,2,1.75,1,5,3.6,5,1.75
78415453,3,4,4,4,4,3,3,1,2,3,1.75,4,5,3.8,5,2.95
78416099,4,3,3,2,3,3,3,1,4,2,3.25,4,5,3,5,3.05
78416842,3,4,4,4,4,3,3,1,5,2,4,4,5,3.8,5,3.2
78417660,4,4,4,3,4,3,3,1,2,3,1.75,4,5,3.8,5,2.95
78417680,4,3,3,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
78418735,3,3,3,3,3,2,3,1,2,2,1.75,4,5,3,5,2.55
78418869,3,3,3,4,4,3,3,1,2,3,1.75,4,5,3.4,5,2.95
78419610,4,4,4,4,4,4,4,1,5,4,4,4,5,4,5,4
78419885,4,4,4,4,4,3,3,1,1,3,1,4,5,4,5,2.8
78420222,3,3,4,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
78420435,3,4,3,4,4,3,3,1,4,3,3.25,4,5,3.6,5,3.25
78400939,4,3,2,3,4,3,3,2,1,3,1,1,5,3.2,5,2.2
78409472,3,2,2,2,2,3,2,2,NA,2,NA,1,5,2.2,4,2
78414404,3,3,3,3,3,3,3,1,4,3,3.25,4,5,3,5,3.25
78419141,1,2,3,3,3,3,4,1,3,3,2.5,4,5,2.4,5,3.3
78401890,1,3,4,3,3,4,4,NA,5,3,4,NA,5,2.8,4,3.75
78403283,1,4,2,1,2,1,1,2,4,1,3.25,1,5,2,5,1.45
78404322,2,2,3,2,2,3,2,1,2,3,1.75,4,5,2.2,5,2.75
78405026,3,2,2,2,2,1,1,1,2,1,1.75,4,5,2.2,5,1.75
78406752,1,2,2,2,2,1,1,2,5,1,4,1,5,1.8,5,1.6
78407267,1,2,2,2,2,2,2,1,3,2,2.5,4,5,1.8,5,2.5
78407676,2,3,3,3,3,3,3,1,1,3,1,4,5,2.8,5,2.8
78408119,2,3,3,3,3,NA,2,NA,1,1,1,NA,5,2.8,3,1.33333333333333
78409307,3,4,4,4,4,4,4,1,5,4,4,4,5,3.8,5,4
78409477,3,3,3,3,3,2,2,1,3,2,2.5,4,5,3,5,2.5
78409591,4,1,1,3,2,1,2,1,1,3,1,4,5,2.2,5,2.2
78412810,1,3,2,2,2,2,3,1,3,2,2.5,4,5,2,5,2.7
78412823,4,4,4,4,4,4,4,1,2,4,1.75,4,5,4,5,3.55
78413322,1,3,3,3,3,3,3,1,4,3,3.25,4,5,2.6,5,3.25
78415732,1,4,2,4,4,4,2,2,1,1,1,1,5,3,5,1.8
78415969,1,NA,3,2,1,1,1,1,3,1,2.5,4,4,1.75,5,1.9
78417890,2,3,3,3,3,2,1,1,5,1,4,4,5,2.8,5,2.4
78418243,3,3,3,3,3,3,2,2,4,2,3.25,1,5,3,5,2.25
78419107,1,3,3,3,3,2,2,NA,NA,2,NA,NA,5,2.6,3,2
78419890,1,2,2,2,2,4,4,2,5,4,4,1,5,1.8,5,3.4
78420119,3,3,1,2,2,3,3,1,3,3,2.5,4,5,2.2,5,3.1
78420551,1,3,1,2,3,3,2,1,NA,1,NA,4,5,2,4,2.5
78400634,3,3,3,3,3,2,3,1,5,3,4,4,5,3,5,3.2
78401102,3,4,3,3,3,4,3,1,3,4,2.5,4,5,3.2,5,3.5
78402121,4,3,3,3,3,3,3,1,5,3,4,4,5,3.2,5,3.4
78402445,3,3,3,3,3,2,2,1,3,2,2.5,4,5,3,5,2.5
78403046,4,4,4,4,4,4,4,2,3,4,2.5,1,5,4,5,3.1
78404431,1,3,3,2,3,3,3,1,4,2,3.25,4,5,2.4,5,3.05
78404701,3,3,3,3,3,3,3,1,3,3,2.5,4,5,3,5,3.1
78405259,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
78405292,3,3,3,3,2,3,2,1,2,3,1.75,4,5,2.8,5,2.75
78408401,3,3,3,3,2,2,2,2,3,1,2.5,1,5,2.8,5,1.7
78409847,3,3,1,2,1,4,2,2,4,2,3.25,1,5,2,5,2.45
78414989,2,3,3,3,3,2,2,2,4,2,3.25,1,5,2.8,5,2.05
78417814,2,3,3,2,3,3,3,1,4,3,3.25,4,5,2.6,5,3.25
78400203,3,3,3,3,3,3,3,1,2,4,1.75,4,5,3,5,3.15
78400313,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
78400723,2,3,3,2,3,3,3,1,2,2,1.75,4,5,2.6,5,2.75
78400785,3,4,3,3,4,3,3,1,3,3,2.5,4,5,3.4,5,3.1
78400841,1,4,4,4,4,2,2,1,5,2,4,4,5,3.4,5,2.8
78401570,3,3,3,3,3,2,3,2,2,2,1.75,1,5,3,5,1.95
78402151,3,3,3,3,3,2,2,1,3,2,2.5,4,5,3,5,2.5
78404407,3,3,3,3,3,4,4,1,4,4,3.25,4,5,3,5,3.85
78404843,3,4,4,4,4,3,4,1,5,4,4,4,5,3.8,5,3.8
78404910,4,4,4,3,3,3,3,1,2,3,1.75,4,5,3.6,5,2.95
78405859,4,3,3,3,3,3,3,1,5,3,4,4,5,3.2,5,3.4
78406603,4,3,3,2,3,3,3,1,2,3,1.75,4,5,3,5,2.95
78407853,2,4,3,4,4,3,3,1,5,3,4,4,5,3.4,5,3.4
78408286,3,4,3,4,3,3,3,1,2,3,1.75,4,5,3.4,5,2.95
78409186,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
78409332,2,4,3,4,4,3,3,1,5,3,4,4,5,3.4,5,3.4
78409344,1,3,3,3,3,2,2,1,3,2,2.5,4,5,2.6,5,2.5
78409540,2,4,3,3,4,4,3,1,2,3,1.75,4,5,3.2,5,3.15
78410337,3,3,3,3,3,3,3,1,3,3,2.5,4,5,3,5,3.1
78411232,3,1,4,3,2,4,4,2,3,4,2.5,1,5,2.6,5,3.1
78411657,4,3,3,3,3,3,2,1,3,3,2.5,4,5,3.2,5,2.9
78412150,2,4,3,4,4,3,3,2,4,3,3.25,1,5,3.4,5,2.65
78412307,3,3,3,3,3,3,3,1,3,3,2.5,4,5,3,5,3.1
78412501,3,3,3,3,3,3,3,1,5,3,4,4,5,3,5,3.4
